proxy,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
p00,coverage_weighted_trace,3.7309374677195013,0.44544560970755237,0.272592303675088,0.0,0.617689052484333,0.5261022993820588,0.24108984618659393,0.4217188271853218,0.0009230388644053772,0.0,0.02902438313686646,0.4191674292111297,4412620800
p00,delayed_reward_td,4.0649583333333705,0.2792666666666785,0.09546666666665295,1.0,0.617689052484333,0.5261022993820588,0.24108984618659393,0.4804000000000308,0.0,0.0,0.0,-0.07660854166666221,4412620800
p00,dense_shaping,3.0552790657262325,0.42263000000000683,0.13534633333333496,0.4199999999999108,0.617689052484333,0.5261022993820588,0.24108984618659393,0.42835799999997737,0.0,0.0,0.3263320000000084,0.2589552848124351,4412620800
p00,event_audited_trace,2.7646610968813743,0.6096613722510646,0.30669055198409806,0.003860859255804386,0.617689052484333,0.5261022993820588,0.24108984618659393,0.23426941564373321,0.24130370348777355,0.032968263648174144,0.06975633031725315,0.7641884456431824,4412620800
p00,hindsight_relabel,3.392358333333316,0.48133666666667546,0.19806333333332668,0.3800000000000691,0.617689052484333,0.5261022993820588,0.24108984618659393,0.5564866666666677,0.0,0.0,0.25996599999998565,0.18162291166667527,4412620800
p00,inverse_dynamics,2.9644666666667243,0.5459146666666671,0.2158520000000019,0.0,0.617689052484333,0.5261022993820588,0.24108984618659393,0.4302986666666684,0.0,0.0,0.0,0.5576047599999968,4412620800
p00,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.617689052484333,0.5261022993820588,0.24108984618659393,0.0,0.0,0.0,0.0,1.0,4412620800
p00,raw_effect_trace,3.7331823936153956,0.16766097126148016,0.18093993070256012,0.0,0.617689052484333,0.5261022993820588,0.24108984618659393,0.5404902611494161,0.0,0.0,0.0,0.17456709367197873,4412620800
p01,coverage_weighted_trace,3.7164987143621238,0.44853311394769324,0.2737546748166447,3.265478897004042e-05,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.4171862407002855,0.0009276928684670602,0.0,0.028058041921211137,0.4271478105806295,4412620800
p01,delayed_reward_td,3.4049583333334845,0.2792666666666785,0.13946666666666896,1.0,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.4804000000000308,0.0,0.0,0.0,0.04417145833333228,4412620800
p01,dense_shaping,2.9379151112091346,0.35142999999998337,0.1426263333333437,0.7895999999998004,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.4048380000000194,0.0,0.0,0.2882519999999989,0.1841530977625827,4412620800
p01,event_audited_trace,2.727336021119604,0.61724585126961,0.31057784534682636,0.020600653930647167,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.23046252908017867,0.23843349456767712,0.03237896362163322,0.0625870357165379,0.7749969549211875,4412620800
p01,hindsight_relabel,3.24835833333331,0.5021366666666787,0.20926333333334313,0.6439999999997957,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.521286666666684,0.0,0.0,0.22332600000000627,0.1878661116666567,4412620800
p01,inverse_dynamics,2.9644666666667243,0.5459146666666671,0.2158520000000019,0.0,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.4302986666666684,0.0,0.0,0.0,0.5576047599999968,4412620800
p01,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.0,0.0,0.0,0.0,1.0,4412620800
p01,raw_effect_trace,3.7159764606556287,0.17200771268874251,0.18272791818331016,0.0,0.6176938019228487,0.5259789949463194,0.2331198238593814,0.5346812373855183,0.0,0.0,0.0,0.1845739989085073,4412620800
p02,coverage_weighted_trace,3.68167944808403,0.4556762167781494,0.2764178524328211,2.00627999574633e-05,0.617801281185411,0.5259959866183881,0.21506441211769167,0.4066568212497625,0.0009119454526119678,0.0,0.025860941531372344,0.44585590297625477,4412620800
p02,delayed_reward_td,3.652458333333445,0.2792666666666785,0.12296666666665339,1.0,0.617801281185411,0.5259959866183881,0.21506441211769167,0.4804000000000308,0.0,0.0,0.0,-0.001121041666666584,4412620800
p02,dense_shaping,2.602758480576161,0.43231000000000325,0.16337433333333617,0.6510000000000494,0.617801281185411,0.5259959866183881,0.21506441211769167,0.3378060000000035,0.0,0.0,0.17972400000002203,0.4001762155106946,4412620800
p02,event_audited_trace,2.628469582708914,0.6378314509265334,0.32138336480580987,0.013904222171282213,0.617801281185411,0.5259959866183881,0.21506441211769167,0.22083383091224956,0.23173703618803831,0.031006275084439653,0.04343632742634831,0.8160113381294827,4412620800
p02,hindsight_relabel,2.9243583333334833,0.5489366666666597,0.23446333333331573,0.544999999999867,0.617801281185411,0.5259959866183881,0.21506441211769167,0.4420866666666763,0.0,0.0,0.12946200000001173,0.38529203166666287,4412620800
p02,inverse_dynamics,2.9644666666667243,0.5459146666666671,0.2158520000000019,0.0,0.617801281185411,0.5259959866183881,0.21506441211769167,0.4302986666666684,0.0,0.0,0.0,0.5576047599999968,4412620800
p02,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.617801281185411,0.5259959866183881,0.21506441211769167,0.0,0.0,0.0,0.0,1.0,4412620800
p02,raw_effect_trace,3.675749220178401,0.18202268830330354,0.18680973891176558,0.0,0.617801281185411,0.5259959866183881,0.21506441211769167,0.5211822569743323,0.0,0.0,0.0,0.20779903958371423,4412620800
p03,coverage_weighted_trace,3.785325930473613,0.43439622840515113,0.2684949036226363,2.0284055958159534e-05,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.43761207268713714,0.0009220025435527065,0.0,0.03241900315724479,0.3904525007697456,4412620800
p03,delayed_reward_td,3.652458333333445,0.2792666666666785,0.12296666666665339,1.0,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.4804000000000308,0.0,0.0,0.0,-0.001121041666666584,4412620800
p03,dense_shaping,3.431683085542609,0.31386999999999554,0.1120503333333346,0.6510000000000494,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.5036220000000391,0.0,0.0,0.44818799999997533,-0.0107470182591048,4412620800
p03,event_audited_trace,2.8931246433014803,0.5845137989633031,0.2940042369863464,0.015112868317202495,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.24712248529661135,0.2518811386200427,0.03530628130348931,0.0941917936831202,0.7092062186222398,4412620800
p03,hindsight_relabel,3.8463083333332,0.41576611111114026,0.1627561111111083,0.544999999999867,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.6674522222222102,0.0,0.0,0.3824939999999971,-0.09930760055555574,4412620800
p03,inverse_dynamics,2.9644666666667243,0.5459146666666671,0.2158520000000019,0.0,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.4302986666666684,0.0,0.0,0.0,0.5576047599999968,4412620800
p03,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.0,0.0,0.0,0.0,1.0,4412620800
p03,raw_effect_trace,3.795501354179482,0.15233062054363306,0.17460277652978382,0.0,0.6177235432071885,0.5259047378678413,0.26910318035545644,0.5608619658364199,0.0,0.0,0.0,0.13910250488713838,4412620800
p04,coverage_weighted_trace,3.7655832998573096,0.4383652419769007,0.26996025825747044,2.6596764439675783e-05,0.617708655722811,0.5260433380211974,0.25909928527344195,0.4319475685647357,0.0009234987652665188,0.0,0.03120733689132645,0.4007595483146359,4412620800
p04,delayed_reward_td,3.5249583333331413,0.2792666666666785,0.13146666666667978,1.0,0.617708655722811,0.5260433380211974,0.25909928527344195,0.4804000000000308,0.0,0.0,0.0,0.022211458333333132,4412620800
p04,dense_shaping,3.3025456527412707,0.3153500000000038,0.12005833333333873,0.7223999999999351,0.617708655722811,0.5260433380211974,0.25909928527344195,0.4777500000000166,0.0,0.0,0.40629999999998456,0.027633923825104476,4412620800
p04,event_audited_trace,2.847581099076295,0.593286085638559,0.29840066498148843,0.018255251604819275,0.617708655722811,0.5260433380211974,0.25909928527344195,0.24259729782372463,0.24803330984808722,0.03443692066390249,0.08552672964288904,0.7269282275923828,4412620800
p04,hindsight_relabel,3.7136583333334188,0.4349266666666955,0.17307333333333777,0.59599999999989,0.617708655722811,0.5260433380211974,0.25909928527344195,0.6350266666666443,0.0,0.0,0.3395500000000089,-0.04101290833333348,4412620800
p04,inverse_dynamics,2.9644666666667243,0.5459146666666671,0.2158520000000019,0.0,0.617708655722811,0.5260433380211974,0.25909928527344195,0.4302986666666684,0.0,0.0,0.0,0.5576047599999968,4412620800
p04,oracle,0.2966500000000111,0.9919999999998257,0.39886666666664305,0.0,0.617708655722811,0.5260433380211974,0.25909928527344195,0.0,0.0,0.0,0.0,1.0,4412620800
p04,raw_effect_trace,3.772678087955083,0.15782825093884123,0.17687231717335813,0.0,0.617708655722811,0.5260433380211974,0.25909928527344195,0.5536014376699298,0.0,0.0,0.0,0.15185595608473176,4412620800
