reliability,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
r00,coverage_weighted_trace,2.930560050264985,0.5609709706576927,0.3109671067881489,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.3327718986251729,0.0,0.0,0.01972874644680629,0.6829743525149722,3677184000
r00,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r00,dense_shaping,3.06608649173186,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.7257311356667588,0.614048253501423,0.16440622039005276,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17202651778156255,3677184000
r00,event_audited_trace,2.2965332301435386,0.7129588764018573,0.33477628911251894,0.005058697838767015,0.7257311356667588,0.614048253501423,0.16440622039005276,0.22295162173776498,0.08537068861910578,8.41906943974051e-06,0.03444336175501763,0.9122774518645628,3677184000
r00,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.7257311356667588,0.614048253501423,0.16440622039005276,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r00,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r00,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.0,0.0,0.0,0.0,1.0,3677184000
r00,raw_effect_trace,2.9141619322098995,0.2974886248087177,0.22885562677493315,0.0,0.7257311356667588,0.614048253501423,0.16440622039005276,0.4263639951134997,0.0,0.0,0.0,0.46975101017952897,3677184000
r01,coverage_weighted_trace,3.4059030091067934,0.46507767570174385,0.27313064155547223,8.729359440573745e-08,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.32731476225277834,3.7454235749401963e-06,0.0,0.02229707178028752,0.5574909193604981,3677184000
r01,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r01,dense_shaping,3.0662250242799955,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17200504523660123,3677184000
r01,event_audited_trace,2.6559513998040303,0.6475366792670378,0.31951560464926465,0.010237794123436741,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.2049092945582424,0.1728837110566262,0.003161224921822411,0.0538809035920835,0.8406127002798114,3677184000
r01,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r01,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r01,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.0,0.0,0.0,0.0,1.0,3677184000
r01,raw_effect_trace,3.425526273388123,0.21665322995858954,0.20334093465627773,0.0,0.5744410613277918,0.5818946654099192,0.18580577403645748,0.4193727844355741,0.0,0.0,0.0,0.3515552935259144,3677184000
r02,coverage_weighted_trace,3.5611831876125164,0.45973527933804953,0.27658335839666986,0.0,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.4518773951725228,0.0,0.0,0.036259394435961316,0.42657833928510264,3677184000
r02,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r02,dense_shaping,3.0659824590434397,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17204264284826518,3677184000
r02,event_audited_trace,2.7461091120107026,0.624467313933697,0.31225710974760384,0.012706987508917139,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.26815830015265224,0.2145896499307652,0.010463638274449315,0.0713701480639631,0.7555183691888919,3677184000
r02,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r02,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r02,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.0,0.0,0.0,0.0,1.0,3677184000
r02,raw_effect_trace,3.575470845538808,0.15360483288545249,0.17885480431984302,0.0,0.6753471522528519,0.5580853408553873,0.30216162029967725,0.5789679125647941,0.0,0.0,0.0,0.16068137826457704,3677184000
r03,coverage_weighted_trace,4.107149700275125,0.42937976497878244,0.2778996645223266,0.0,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.5108753395800382,0.0,0.0,0.02959424543096681,0.2832449896715207,3677184000
r03,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r03,dense_shaping,3.066028477600533,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17203550997191847,3677184000
r03,event_audited_trace,2.9772770325970845,0.5618202387835793,0.2924414060432648,0.018905977225101293,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.2703386995376748,0.3193056385004718,0.049479956432884394,0.08719799744224077,0.6628419796821781,3677184000
r03,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r03,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r03,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.0,0.0,0.0,0.0,1.0,3677184000
r03,raw_effect_trace,4.0364544251647905,0.09806598253750143,0.16562611724121631,0.0,0.6681103638534657,0.42198459034070257,0.24661871192472332,0.6545590288369229,0.0,0.0,0.0,-0.0016381576397581778,3677184000
r04,coverage_weighted_trace,5.026308259539525,0.3038230303321026,0.23261200278759106,6.1303129289729926e-06,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.6310272689966892,0.00028360456097191054,0.0,0.04718956019755646,-0.03445478599717198,3677184000
r04,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r04,dense_shaping,3.0660536013300477,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17203161579384454,3677184000
r04,event_audited_trace,3.2953720979283245,0.4578077848930121,0.25818631492945837,0.029128771478166723,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.2636868163351942,0.49195835786204933,0.13361426329434373,0.1279176717826798,0.5195862779121577,3677184000
r04,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r04,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r04,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.0,0.0,0.0,0.0,1.0,3677184000
r04,raw_effect_trace,5.044833664993161,0.009276389062999671,0.10072296172530479,0.0,0.5529480532116837,0.3740065737027829,0.39299699072559524,0.808596710697867,0.0,0.0,0.0,-0.3487987935151833,3677184000
r05,coverage_weighted_trace,3.3849256257969946,0.447912971970165,0.26227121731538855,0.00011330048466702798,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.2842791718374635,0.00524246420861751,0.0,0.020814629674046747,0.5842260153879587,3677184000
r05,delayed_reward_td,3.659958333333349,0.2792666666666893,0.12246666666666096,1.0,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.4804000000000328,0.0,0.0,0.0,-0.002493541666666666,3677184000
r05,dense_shaping,3.065841620968619,0.3671180000000016,0.13469113333333482,0.6467999999999742,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.43047480000000327,0.0,0.0,0.32975919999999925,0.17206447274986358,3677184000
r05,event_audited_trace,2.6621640592215186,0.6464553775797092,0.32009127244336794,0.010042398161318003,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.18029793818626866,0.16955837328492054,0.0025885431930270895,0.051787777507393495,0.8587606429625616,3677184000
r05,hindsight_relabel,3.425008333333347,0.4766205555555693,0.19552388888888936,0.5419999999999351,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.5644677777777738,0.0,0.0,0.26695959999999713,0.12289210922222313,3677184000
r05,inverse_dynamics,2.96446666666663,0.5459146666666678,0.21585200000000027,0.0,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.4302986666666699,0.0,0.0,0.0,0.5576047600000021,3677184000
r05,oracle,0.2966499999999956,0.9919999999998804,0.39886666666665527,0.0,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.0,0.0,0.0,0.0,1.0,3677184000
r05,raw_effect_trace,3.4352578786060053,0.22313123322994033,0.20494277308335954,0.0,0.5097618351145633,0.6060110043927488,0.1689825399745738,0.36512015917005686,0.0,0.0,0.0,0.3979275809482087,3677184000
