task,protocol,err,prec,lift,rdep,cov,bind,false,miscred,fallback,abstain,proxy_regret,utility,weight
t00,coverage_weighted_trace,3.589411661773026,0.4582090726111019,0.27370922334965797,1.9815293679813753e-05,0.617816787084471,0.5645377246909103,0.24348944226736863,0.4090999913946951,0.0009208887083376945,0.0,0.02930505981168978,0.4570342817914369,1838592000
t00,delayed_reward_td,3.519333333333376,0.2792666666666616,0.1224666666666668,1.0,0.617816787084471,0.5645377246909103,0.24348944226736863,0.480400000000027,0.0,0.0,0.0,0.01930333333333168,1838592000
t00,dense_shaping,2.9132949936893824,0.38088800000000245,0.14065813333333463,0.6468000000000147,0.617816787084471,0.5645377246909103,0.24348944226736863,0.411196799999998,0.0,0.0,0.2985471999999955,0.22854605997814467,1838592000
t00,event_audited_trace,2.6741702642372083,0.6286861481085134,0.31325505542327503,0.012967870565010522,0.617816787084471,0.5645377246909103,0.24348944226736863,0.23096180600617475,0.2189880808491578,0.028162715050595196,0.06194931842398052,0.7901480019313468,1838592000
t00,hindsight_relabel,3.274293333333357,0.48891133333333614,0.2021419999999995,0.5420000000000221,0.617816787084471,0.5645377246909103,0.24348944226736863,0.5436680000000005,0.0,0.0,0.2513536000000123,0.17562016533333466,1838592000
t00,inverse_dynamics,2.9131333333334832,0.5598773333333408,0.2224226666666705,0.0,0.617816787084471,0.5645377246909103,0.24348944226736863,0.41633600000000326,0.0,0.0,0.0,0.5856348133333216,1838592000
t00,oracle,0.28540000000000354,0.9920000000000848,0.39886666666667475,0.0,0.617816787084471,0.5645377246909103,0.24348944226736863,0.0,0.0,0.0,0.0,1.0,1838592000
t00,raw_effect_trace,3.616961576941538,0.18855596114439457,0.18401069277023188,0.0,0.617816787084471,0.5645377246909103,0.24348944226736863,0.5243174689269923,0.0,0.0,0.0,0.21590862569807537,1838592000
t01,coverage_weighted_trace,3.726640277811084,0.4453494817138574,0.27232673971416366,1.971549366012422e-05,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.4221457312389658,0.0009159760583811269,0.0,0.02931388002927493,0.41925252886234887,1838592000
t01,delayed_reward_td,3.6393333333332416,0.2792666666666616,0.1224666666666668,1.0,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.480400000000027,0.0,0.0,0.0,0.0007033333333337487,1838592000
t01,dense_shaping,3.0520745863352134,0.3679280000000035,0.1350421333333347,0.6468000000000147,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.42934080000000285,0.0,0.0,0.3279232000000103,0.17612994311804386,1838592000
t01,event_audited_trace,2.7647282878566544,0.6097889313683513,0.3066587873582828,0.014254083950537446,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.23482703547942332,0.24071807119291988,0.03278541205777452,0.07039360525901289,0.760698594435183,1838592000
t01,hindsight_relabel,3.410933333333334,0.477263333333342,0.19586999999999832,0.5420000000000221,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.563380000000005,0.0,0.0,0.2660416000000193,0.12663808533333368,1838592000
t01,inverse_dynamics,2.961133333333436,0.5468213333333398,0.21627866666666457,0.0,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.42939200000000577,0.0,0.0,0.0,0.5594248933333296,1838592000
t01,oracle,0.29500000000000387,0.9920000000000848,0.39886666666667475,0.0,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.0,0.0,0.0,0.0,1.0,1838592000
t01,raw_effect_trace,3.7305906283154733,0.16773854338628125,0.18062073371038748,0.0,0.6176744769800416,0.5285216314610931,0.24350523142378305,0.5410368684958591,0.0,0.0,0.0,0.17441911682510283,1838592000
t02,coverage_weighted_trace,3.7041424835112524,0.4474766249448493,0.27256581329634905,1.9900849216005787e-05,0.6177506340211946,0.534386257197134,0.24348191704318642,0.42003674120574463,0.000919343076121406,0.0,0.029309608137076452,0.42544619759335084,1838592000
t02,delayed_reward_td,3.6168333333331923,0.2792666666666616,0.1224666666666668,1.0,0.6177506340211946,0.534386257197134,0.24348191704318642,0.480400000000027,0.0,0.0,0.0,0.004190833333333667,1838592000
t02,dense_shaping,3.020614624297793,0.37116800000000155,0.13644613333333397,0.6468000000000147,0.6177506340211946,0.534386257197134,0.24348191704318642,0.42480480000000204,0.0,0.0,0.32057919999999285,0.18873255723384483,1838592000
t02,event_audited_trace,2.747707727913204,0.6132622663097126,0.3079685393438877,0.014040392529078292,0.6177506340211946,0.534386257197134,0.24348191704318642,0.23410365632683028,0.2371210950656792,0.03195338632873465,0.06853734496251149,0.7664310769975105,1838592000
t02,hindsight_relabel,3.3869933333333098,0.47920466666666506,0.19691533333333164,0.5420000000000221,0.6177506340211946,0.534386257197134,0.24348191704318642,0.5600946666666687,0.0,0.0,0.26236959999998105,0.13532531866666384,1838592000
t02,inverse_dynamics,2.95313333333329,0.548997333333339,0.2173026666666661,0.0,0.6177506340211946,0.534386257197134,0.24348191704318642,0.4272160000000048,0.0,0.0,0.0,0.5637932133333248,1838592000
t02,oracle,0.29319999999998986,0.9920000000000848,0.39886666666667475,0.0,0.6177506340211946,0.534386257197134,0.24348191704318642,0.0,0.0,0.0,0.0,1.0,1838592000
t02,raw_effect_trace,3.7121369101604396,0.171108359992347,0.1811808829840491,0.0,0.6177506340211946,0.534386257197134,0.24348191704318642,0.5383340309962988,0.0,0.0,0.0,0.18114635555825684,1838592000
t03,coverage_weighted_trace,3.7721551067161116,0.44109166979693326,0.2718815637971026,2.0480030916532247e-05,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.42643994530480156,0.0009403171887740299,0.0,0.02931802833357306,0.40673000251350205,1838592000
t03,delayed_reward_td,3.6993333333334304,0.2792666666666616,0.1224666666666668,1.0,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.480400000000027,0.0,0.0,0.0,-0.008596666666666981,1838592000
t03,dense_shaping,3.1063567015277465,0.363608,0.13317013333333258,0.6468000000000147,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.4353888000000028,0.0,0.0,0.3377152000000157,0.15741445526319722,1838592000
t03,event_audited_trace,2.796863833555876,0.6034883724366212,0.3044471626800367,0.014690846112018582,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.2360538118134516,0.24804455881946472,0.03450968001860123,0.07340805461446122,0.7502689738042896,1838592000
t03,hindsight_relabel,3.464253333333322,0.47360600000000946,0.19390066666666864,0.5420000000000221,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.5695693333333491,0.0,0.0,0.27093760000001865,0.10956415200000162,1838592000
t03,inverse_dynamics,2.977133333333327,0.5424693333333421,0.2142306666666684,0.0,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.43374400000000607,0.0,0.0,0.0,0.5506882533333306,1838592000
t03,oracle,0.2998000000000034,0.9920000000000848,0.39886666666667475,0.0,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.0,0.0,0.0,0.0,1.0,1838592000
t03,raw_effect_trace,3.7684143085100974,0.1609168892066746,0.17949775341317692,0.0,0.6176936010851036,0.5164872304457113,0.24349498387177906,0.5465436611131498,0.0,0.0,0.0,0.16070412996849348,1838592000
t04,coverage_weighted_trace,3.7949395442238667,0.4389903586029812,0.2716683974417204,2.018809832225158e-05,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.42854955995981014,0.0009240094169562277,0.0,0.029312671959769495,0.40050478937991385,1838592000
t04,delayed_reward_td,3.7293333333331855,0.2792666666666616,0.1224666666666668,1.0,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.480400000000027,0.0,0.0,0.0,-0.01324666666666725,1838592000
t04,dense_shaping,3.1412647637517277,0.3603679999999997,0.1317661333333327,0.6468000000000147,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.43992479999999723,0.0,0.0,0.34505919999999246,0.14427738561848233,1838592000
t04,event_audited_trace,2.815229160403973,0.5999896580353197,0.30312813396783184,0.01490587522150057,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.23677815980298353,0.25170703452742227,0.03538036167614242,0.07536197267954305,0.7441787598278651,1838592000
t04,hindsight_relabel,3.4907333333333113,0.4718033333333451,0.19293000000000354,0.5420000000000221,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.57262000000001,0.0,0.0,0.27460959999998297,0.10076524533333331,1838592000
t04,inverse_dynamics,2.9851333333332613,0.5402933333333417,0.21320666666666796,0.0,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.43592000000000497,0.0,0.0,0.0,0.5463199333333382,1838592000
t04,oracle,0.302200000000016,0.9920000000000848,0.39886666666667475,0.0,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.0,0.0,0.0,0.0,1.0,1838592000
t04,raw_effect_trace,3.7874038694169534,0.15754789502453,0.17894624498400177,0.0,0.6177203140467437,0.5104826756670912,0.2434480431004966,0.5492463153392679,0.0,0.0,0.0,0.15389796046576287,1838592000
t05,coverage_weighted_trace,3.8058695204979416,0.4379618408971866,0.2715488574580472,2.005374881312706e-05,0.617617478409739,0.5076609937733684,0.24338000980032792,0.42951785625765654,0.0009283839366168915,0.0,0.02930616840346511,0.39755111822943123,1838592000
t05,delayed_reward_td,3.7443333333333584,0.2792666666666616,0.1224666666666668,1.0,0.617617478409739,0.5076609937733684,0.24338000980032792,0.480400000000027,0.0,0.0,0.0,-0.015571666666666756,1838592000
t05,dense_shaping,3.161942136110097,0.3582079999999989,0.13083013333333465,0.6468000000000147,0.617617478409739,0.5076609937733684,0.24338000980032792,0.44294880000000214,0.0,0.0,0.3499551999999897,0.13592151290293564,1838592000
t05,event_audited_trace,2.824620191688421,0.5981067273874249,0.30237442946208243,0.015005530079641073,0.617617478409739,0.5076609937733684,0.24338000980032792,0.23716530906048394,0.2534636692780775,0.035804011275117356,0.07653355473074468,0.7409680675555,1838592000
t05,hindsight_relabel,3.5039733333333185,0.470902000000009,0.19244466666666846,0.5420000000000221,0.617617478409739,0.5076609937733684,0.24338000980032792,0.5741453333333498,0.0,0.0,0.27705759999998586,0.09619443200000134,1838592000
t05,inverse_dynamics,2.989133333333214,0.5392053333333424,0.21269466666666517,0.0,0.617617478409739,0.5076609937733684,0.24338000980032792,0.43700800000000445,0.0,0.0,0.0,0.5441357733333295,1838592000
t05,oracle,0.3033999999999806,0.9920000000000848,0.39886666666667475,0.0,0.617617478409739,0.5076609937733684,0.24338000980032792,0.0,0.0,0.0,0.0,1.0,1838592000
t05,raw_effect_trace,3.796085590108733,0.1559531366367757,0.17868414639944769,0.0,0.617617478409739,0.5076609937733684,0.24338000980032792,0.5504874258582865,0.0,0.0,0.0,0.15075470320456996,1838592000
t06,coverage_weighted_trace,3.7603542404477937,0.44224823077288283,0.27202075058114616,1.977675904961766e-05,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.4253207052898174,0.000921969760729822,0.0,0.029309776526282156,0.41001786810648655,1838592000
t06,delayed_reward_td,3.6843333333335417,0.2792666666666616,0.1224666666666668,1.0,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.480400000000027,0.0,0.0,0.0,-0.006271666666667062,1838592000
t06,dense_shaping,3.0854114663439534,0.36576800000000226,0.1341061333333358,0.6468000000000147,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.43236479999999533,0.0,0.0,0.3328192000000167,0.16581184671668733,1838592000
t06,event_audited_trace,2.7865349379707745,0.6054953150386407,0.3052350070923932,0.01457250136195648,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.23561344122541944,0.24609354107090395,0.034048472568774246,0.07222509040158118,0.7537230310033731,1838592000
t06,hindsight_relabel,3.451013333333346,0.4745073333333461,0.19438600000000034,0.5420000000000221,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.5680440000000071,0.0,0.0,0.2684896000000195,0.11413496533333221,1838592000
t06,inverse_dynamics,2.9731333333334056,0.5435573333333416,0.21474266666666922,0.0,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.4326560000000067,0.0,0.0,0.0,0.5528724133333316,1838592000
t06,oracle,0.29860000000000575,0.9920000000000848,0.39886666666667475,0.0,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.0,0.0,0.0,0.0,1.0,1838592000
t06,raw_effect_trace,3.75851671811391,0.1627169877519846,0.17980390382075231,0.0,0.6177744564942009,0.5195924317166554,0.2434561865972401,0.545105420014926,0.0,0.0,0.0,0.164302238740657,1838592000
t07,coverage_weighted_trace,3.73793184880522,0.4443198927302541,0.27222972705487697,1.9488857121689346e-05,0.6178067972229303,0.525544710689118,0.24360488205829017,0.4233101463669218,0.0009034688240607871,0.0,0.029325484248573938,0.4160779428012102,1838592000
t07,delayed_reward_td,3.65433333333319,0.2792666666666616,0.1224666666666668,1.0,0.6178067972229303,0.525544710689118,0.24360488205829017,0.480400000000027,0.0,0.0,0.0,-0.0016216666666664082,1838592000
t07,dense_shaping,3.065388758129261,0.36684800000000334,0.13457413333333226,0.6468000000000147,0.6178067972229303,0.525544710689118,0.24360488205829017,0.43085280000000065,0.0,0.0,0.33037119999999487,0.17149080648996504,1838592000
t07,event_audited_trace,2.7725847344035204,0.6082378041571544,0.3061113267900587,0.014358643445905766,0.6178067972229303,0.525544710689118,0.24360488205829017,0.2351893657391004,0.24251047103350334,0.03320559327229667,0.07113626036945687,0.758082873812111,1838592000
t07,hindsight_relabel,3.4245333333333186,0.4763100000000114,0.19535666666666554,0.5420000000000221,0.6178067972229303,0.525544710689118,0.24360488205829017,0.5649933333333423,0.0,0.0,0.2672655999999835,0.12224843200000088,1838592000
t07,inverse_dynamics,2.9651333333334646,0.5457333333333404,0.2157666666666651,0.0,0.6178067972229303,0.525544710689118,0.24360488205829017,0.43048000000000525,0.0,0.0,0.0,0.5572407333333237,1838592000
t07,oracle,0.29619999999999824,0.9920000000000848,0.39886666666667475,0.0,0.6178067972229303,0.525544710689118,0.24360488205829017,0.0,0.0,0.0,0.0,1.0,1838592000
t07,raw_effect_trace,3.740419762569485,0.16602310794544126,0.18033260904169898,0.0,0.6178067972229303,0.525544710689118,0.24360488205829017,0.542526958722184,0.0,0.0,0.0,0.17083223178414209,1838592000
t08,coverage_weighted_trace,3.6809458040812064,0.4495531026395592,0.2727594602791601,1.9896179830842448e-05,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.41783286198561354,0.0009164386924714801,0.0,0.029311914618605578,0.43177698581038615,1838592000
t08,delayed_reward_td,3.59433333333337,0.2792666666666616,0.1224666666666668,1.0,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.480400000000027,0.0,0.0,0.0,0.007678333333333031,1838592000
t08,dense_shaping,2.9885343637997437,0.37440799999999996,0.13785013333333423,0.6468000000000147,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.4202688000000008,0.0,0.0,0.3132352000000023,0.20143131761103836,1838592000
t08,event_audited_trace,2.730947521163479,0.6167678296800257,0.30928434319572873,0.013827581152518595,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.2333343470693374,0.2334708518582396,0.03116507516372824,0.06673030255672041,0.7720763232698546,1838592000
t08,hindsight_relabel,3.3630533333333665,0.48114599999999985,0.19796066666666623,0.5420000000000221,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.5568093333333329,0.0,0.0,0.2586976000000163,0.1440125520000016,1838592000
t08,inverse_dynamics,2.945133333333231,0.551173333333338,0.2183266666666678,0.0,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.4250400000000037,0.0,0.0,0.0,0.5681615333333365,1838592000
t08,oracle,0.29140000000000266,0.9920000000000848,0.39886666666667475,0.0,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.0,0.0,0.0,0.0,1.0,1838592000
t08,raw_effect_trace,3.6933081712460276,0.17456402513614447,0.18173334454129814,0.0,0.6176116337529385,0.5404636225613305,0.24352330261109437,0.5355101652554509,0.0,0.0,0.0,0.18806379321192745,1838592000
t09,coverage_weighted_trace,3.65785518240764,0.45173812703060345,0.273005867945602,1.9821119476149835e-05,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.4156949114709958,0.0009147515477789863,0.0,0.02931341023788138,0.43810502978838656,1838592000
t09,delayed_reward_td,3.564333333333242,0.2792666666666616,0.1224666666666668,1.0,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.480400000000027,0.0,0.0,0.0,0.012328333333334445,1838592000
t09,dense_shaping,2.9541323282533734,0.37764800000000237,0.13925413333333456,0.6468000000000147,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.41573279999999896,0.0,0.0,0.30589119999999376,0.2144899531207269,1838592000
t09,event_audited_trace,2.71331830198668,0.6202926271510601,0.31060417790451555,0.013612113668629097,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.23260564915287654,0.22983482100978506,0.03038400486871634,0.0649542256237149,0.7777834326250948,1838592000
t09,hindsight_relabel,3.335613333333362,0.483087333333338,0.1990060000000021,0.5420000000000221,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.5535239999999996,0.0,0.0,0.25502559999998314,0.15324228533333456,1838592000
t09,inverse_dynamics,2.9371333333333216,0.5533493333333379,0.21935066666666567,0.0,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.42286400000000246,0.0,0.0,0.0,0.5725298533333278,1838592000
t09,oracle,0.28899999999998377,0.9920000000000848,0.39886666666667475,0.0,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.0,0.0,0.0,0.0,1.0,1838592000
t09,raw_effect_trace,3.673941214097932,0.1780121756551655,0.18229910808231203,0.0,0.6177311156621623,0.5464905803039602,0.24354838285437944,0.5327679821946576,0.0,0.0,0.0,0.19500010558494502,1838592000
t10,coverage_weighted_trace,3.783705118660285,0.4400499572290991,0.27178254606701907,2.014330888463645e-05,0.6177565228409136,0.5134569209471145,0.243484641405837,0.4275623322764402,0.0009325288407073605,0.0,0.02931712420750299,0.40354319846690634,1838592000
t10,delayed_reward_td,3.7143333333332427,0.2792666666666616,0.1224666666666668,1.0,0.6177565228409136,0.5134569209471145,0.243484641405837,0.480400000000027,0.0,0.0,0.0,-0.010921666666666854,1838592000
t10,dense_shaping,3.1276692597864164,0.36144800000000266,0.13223413333333386,0.6468000000000147,0.6177565228409136,0.5134569209471145,0.243484641405837,0.4384127999999989,0.0,0.0,0.3426112000000163,0.14896012873310593,1838592000
t10,event_audited_trace,2.80678246752993,0.601552693140485,0.3036788679949388,0.014799021217668828,0.6177565228409136,0.5134569209471145,0.243484641405837,0.23651295104747228,0.24990822831130086,0.034939888507000694,0.07459072356107509,0.7468190243816285,1838592000
t10,hindsight_relabel,3.4774933333332987,0.47270466666667643,0.19341533333333275,0.5420000000000221,0.6177565228409136,0.5134569209471145,0.243484641405837,0.571094666666677,0.0,0.0,0.27338560000001855,0.10499333866666621,1838592000
t10,inverse_dynamics,2.9811333333332684,0.5413813333333413,0.21371866666666647,0.0,0.6177565228409136,0.5134569209471145,0.243484641405837,0.43483200000000555,0.0,0.0,0.0,0.5485040933333207,1838592000
t10,oracle,0.300999999999996,0.9920000000000848,0.39886666666667475,0.0,0.6177565228409136,0.5134569209471145,0.243484641405837,0.0,0.0,0.0,0.0,1.0,1838592000
t10,raw_effect_trace,3.778432378745515,0.15920800883761801,0.17922044635262005,0.0,0.6177565228409136,0.5134569209471145,0.243484641405837,0.5479808395205323,0.0,0.0,0.0,0.1571386440675141,1838592000
t11,coverage_weighted_trace,3.818108876256489,0.43681102698776586,0.2714290357463457,1.9756443410023348e-05,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.4307808901778496,0.0009215523353928993,0.0,0.029324169417555706,0.3940797171024049,1838592000
t11,delayed_reward_td,3.7593333333335504,0.2792666666666616,0.1224666666666668,1.0,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.480400000000027,0.0,0.0,0.0,-0.017896666666666648,1838592000
t11,dense_shaping,3.175751367884259,0.3571279999999969,0.13036213333333227,0.6468000000000147,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.4444607999999957,0.0,0.0,0.3524032000000189,0.13120564197793944,1838592000
t11,event_audited_trace,2.8333264347006417,0.5964241689044646,0.3017901626379237,0.01512679336694843,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.23753980829204116,0.2554724154914267,0.03629348958445184,0.07737526710395413,0.7380166841365766,1838592000
t11,hindsight_relabel,3.517213333333296,0.47000066666667006,0.19195933333333487,0.5420000000000221,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.5756706666666767,0.0,0.0,0.2782816000000185,0.09196633866666637,1838592000
t11,inverse_dynamics,2.993133333333181,0.5381173333333428,0.21218266666666677,0.0,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.4380960000000038,0.0,0.0,0.0,0.541951613333349,1838592000
t11,oracle,0.3045999999999985,0.9920000000000848,0.39886666666667475,0.0,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.0,0.0,0.0,0.0,1.0,1838592000
t11,raw_effect_trace,3.8071989115754135,0.15409549424904306,0.17835656950189097,0.0,0.6177253852538058,0.5044360769524502,0.24352669166837929,0.552104045200106,0.0,0.0,0.0,0.14678871841712043,1838592000
